Customer ID,Customer Name,AR Account,Chain,Phone,Territory,Account Status,Customer Type,Last Month Sales,Product Group,Distribution Area
17,LA FIESTA,LA FIESTA,* Independent Fisher59 - OKLAHOMA,(405) 222-3355,Lawton,Active,RESTAURANT,"$3,182.00 ",All (Beer/Wine/Spirits),(OK) Grady
37937,PLAYERS LOUNGE,PLAYERS LOUNGE,* Independent Fisher59 - TEXAS,(940) 613-0137,Wichita Falls,Active,BAR / TAVERN,"$3,178.60 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
7062,FAST EDDYS RACK DADDYS,FAST EDDYS RACK DADDYS,* Independent Fisher59 - TEXAS,(940) 767-0246,Wichita Falls,Active,SPORTS BAR,"$3,171.35 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
40757,RISE N SHINE,RISE N SHINE,* Independent Fisher59 - OKLAHOMA,(682) 252-8401,Ardmore,Active,C-STORE / GAS,"$3,170.45 ",Beer/Wine,(OK) Bryan
1474,DOLLAR GENERAL #3175 (N. HWY 81),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 252-2601,Lawton,Active,GENERAL MERCHANDISER,"$3,167.10 ",Beer/NA,(OK) Stephens
309,AW SHUCKS-LEWISVILLE,AW SHUCKS,* Independent Fisher59 - TEXAS,(972) 436-2520,Denton,Active,RESTAURANT,"$3,166.23 ",Beer/Wine,(TX) Denton
3028,DOLLAR GENERAL #24657 (HOLLIDAY),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),,Wichita Falls,Active,GENERAL MERCHANDISER,"$3,155.62 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
1292,DOLLAR SAVER #8,DOLLAR SAVER #8,* Independent Fisher59 - TEXAS,(817) 715-4553,Wichita Falls,Active,C-STORE / GAS,"$3,151.76 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
40688,CADDO SHORT STOP,CADDO SHORT STOP,* Independent Fisher59 - OKLAHOMA,(646) 238-5739,Ardmore,Active,C-STORE / GAS,"$3,151.68 ",Beer/Wine,(OK) Bryan
1816,SOUTHERN COMFORT LIQUOR,SOUTHERN COMFORT LIQUOR,* Independent Fisher59 - OKLAHOMA,(580) 759-0041,Ardmore,Active,LIQUOR / PACKAGE STORE,"$3,148.88 ",All (Beer/Wine/Spirits),(OK) Garvin
4380,ONE STOP FOOD MART - CYRIL,ONE STOP FOOD MART - CYRIL,* Independent Fisher59 - OKLAHOMA,(856) 725-7070,Lawton,Active,C-STORE / GAS,"$3,120.77 ",Beer/NA,(OK) Caddo
964,PAULS VALLEY TOBACCO STORE,CHICKASAW NATION DIV OF COMMERCE (L),CHICKASAW NATION DIV OF COMMERCE (OK),(580) 276-0447,Ardmore,Active,C-STORE / GAS,"$3,115.63 ",Beer/Wine,(OK) Garvin
894,E-Z MART #4457(HWY 259 BROKEN BOW),GPM SOUTHEAST (L),GPM SOUTHEAST (E-Z MART) (OK),(580) 494-6097,EAST,Active,C-STORE / GAS,"$3,114.74 ",Beer/Wine,(OK) McCurtain
5310,ACES & EIGHTS,ACES & EIGHTS,* Independent Fisher59 - OKLAHOMA,(580) 248-5386,Lawton,Active,BAR / TAVERN,"$3,104.35 ",All (Beer/Wine/Spirits),(OK) Comanche
59410,BOOMERJACK WINGS #8,BOOMER JACK WINGS,BOOMERJACK'S/ON DECK CONCEPTS (TX),(940) 566-9464,Denton,Active,RESTAURANT,"$3,100.10 ",Beer/Wine,(TX) Denton
2202,BROAD STREET BILLARDS,BROAD STREET BILLARDS,* Independent Fisher59 - TEXAS,(940) 642-3447,Wichita Falls,Active,RESTAURANT,"$3,097.15 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
1747,RED RIVER STATION BBQ,RED RIVER STATION BBQ,* Independent Fisher59 - TEXAS,(940) 995-2294,Denton,Active,RESTAURANT,"$3,094.90 ",Beer/Wine,(TX) Montague
1670,PILOT TRAVEL CENTER #1140,PILOT TRAVEL CENTER #1140,FLYING J/PILOT TRAVEL CENTERS (TX),,Denton,Active,C-STORE / GAS,"$3,094.85 ",Beer/Wine,(TX) Wise
1484,DOLLAR GENERAL #9475 (CYRIL),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 464-2103,Lawton,Active,GENERAL MERCHANDISER,"$3,090.91 ",Beer/NA,(OK) Comanche
2193,DOLLAR GENERAL #21275 (NE ROGERS LANE),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),,Lawton,Active,GENERAL MERCHANDISER,"$3,088.55 ",Beer/NA,(OK) Comanche
669,DALLAS TOUR 18,DALLAS TOUR 18,* Independent Fisher59 - TEXAS,(817) 430-2000,Denton,Active,GOLF / COUNTRY CLUB,"$3,087.81 ",Beer/Wine,(TX) Denton
48009,CRUZ'S COOLER,CRUZ'S COOLER,* Independent Fisher59 - TEXAS,(972) 294-2400,Denton,Active,LIQUOR / PACKAGE STORE,"$3,087.53 ",All (Beer/Wine/Spirits),(TX) Denton
1273,PORT,WINSTAR/TRADITIONS ON PREMISE (L),WINSTAR/TRADITIONS ON PREMISE (OK),,Lawton,Active,BAR / TAVERN,"$3,083.01 ",All (Beer/Wine/Spirits),(OK) Jefferson
2408,MARISCOS SINALOA LEWISVILLE,MARISCOS SINALOA LEWISVILLE,* Independent Fisher59 - TEXAS,(214) 329-8394,Denton,Active,RESTAURANT,"$3,082.47 ",Beer/Wine,(TX) Denton
504130,ROOSTER'S ROADHOUSE - DENTON,ROOSTERS ROADHOUSE,* Independent Fisher59 - TEXAS,(940) 382-4227,Denton,Active,RESTAURANT,"$3,078.80 ",Beer/Wine,(TX) Denton
40649,TRAVEL PLAZA #641 - STRINGTOWN,CHOCTAW NATION (L),CHOCTAW TRAVEL PLAZA (OK),(580) 346-7478,EAST,Active,C-STORE / GAS,"$3,076.75 ",Beer/Wine,(OK) Atoka
2866,SCIVALLY'S,SCIVALLY'S,* Independent Fisher59 - TEXAS,(940) 372-4524,Denton,Active,NEIGHBORHOOD GROC.,"$3,071.84 ",Beer/Wine,(TX) Cooke
642,DOLLAR GENERAL #4692 (LAKE DALLAS),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 497-5431,Denton,Active,GENERAL MERCHANDISER,"$3,069.05 ",Beer/Wine,(TX) Denton
6650,VFW #5263,VFW #5263,* Independent Fisher59 - OKLAHOMA,(580) 248-0713,Lawton,Active,PRIVATE CLUB,"$3,068.66 ",All (Beer/Wine/Spirits),(OK) Comanche
1423,DRUNKEN DONKEY BAR & GRILL - LEWISVILLE,DRUNKEN DONKEY BAR & GRILL - LEWISVILLE,* Independent Fisher59 - TEXAS,(817) 975-7090,Denton,Active,RESTAURANT,"$3,055.90 ",Beer/Wine,(TX) Denton
3067,CASEY'S #4382 (ATOKA),CASEY'S (L),CASEY'S GENERAL STORES (OK),,EAST,Active,C-STORE / GAS,"$3,055.52 ",Beer/Wine,(OK) Atoka
3608,DOLLAR SAVER #7,DOLLAR SAVER #7,* Independent Fisher59 - TEXAS,(940) 855-9302,Wichita Falls,Active,C-STORE / GAS,"$3,054.97 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
781,DOLLAR GENERAL #3855 (SEYMOUR),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 647-2781,Wichita Falls,Active,GENERAL MERCHANDISER,"$3,054.66 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
40910,HOP N SHOP #1,Shop n Hop,* Independent Fisher59 - OKLAHOMA,(580) 927-1075,EAST,Active,C-STORE / GAS,"$3,049.41 ",Beer/NA,(OK) Coal
3099,DOLLAR GENERAL #24850 (BURK 2),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),,Wichita Falls,Active,GENERAL MERCHANDISER,"$3,045.07 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
323,LIQUOR STOP (ROANOKE),LIQUOR STOP,LIQUOR DEPOT/HAKEMY/ROCKWALL BEVERAGE (TX),,Denton,Active,LIQUOR / PACKAGE STORE,"$3,032.38 ",All (Beer/Wine/Spirits),(TX) Denton
1607,DOLLAR GENERAL #18213 (NINNEKAH),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),,Lawton,Active,GENERAL MERCHANDISER,"$3,028.82 ",Beer/NA,(OK) Grady
1826,W.F. D.S. TEXAS SAVER,W.F. D.S. TEXAS SAVER,* Independent Fisher59 - TEXAS,(940) 500-4256,Wichita Falls,Active,C-STORE / GAS,"$3,021.73 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
392,BAYOU JACK'S CAJUN GRILL,BAYOU JACK'S,* Independent Fisher59 - TEXAS,(817) 490-7800,Denton,Active,RESTAURANT,"$3,021.25 ",Beer/Wine,(TX) Denton
12940,BROADWAY EXPRESS #1,BROADWAY EXPRESS #1,* Independent Fisher59 - OKLAHOMA,(580) 223-8223,Ardmore,Active,C-STORE / GAS,"$3,019.53 ",Beer/Wine,(OK) Carter
1541,DOLLAR SAVER #4 (MISSLE ROAD),DOLLAR SAVER #4,* Independent Fisher59 - TEXAS,(940) 687-7832,Wichita Falls,Active,C-STORE / GAS,"$3,018.92 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
3287,BULL LIQUOR,BULL LIQUOR,* Independent Fisher59 - TEXAS,(303) 574-4479,Denton,Active,LIQUOR / PACKAGE STORE,"$3,007.86 ",All (Beer/Wine/Spirits),(TX) Denton
1009,WILLIAMS EXPRESS #3,WENJEST CORPORATION (L),WENJEST CORP (WILLIAMS FOOD) (OK),,Lawton,Active,C-STORE / GAS,"$3,006.39 ",Beer/NA,(OK) Comanche
12340,HORN'S CORNER GROCERY,HORN'S CORNER,* Independent Fisher59 - OKLAHOMA,(580) 276-9572,Ardmore,Active,C-STORE / GAS,"$3,002.23 ",Beer/NA,(OK) Love
10998,THE DOUGHERTY STORE,THE DOUGHERTY STORE,* Independent Fisher59 - OKLAHOMA,(580) 993-2735,Ardmore,Active,C-STORE / GAS,"$2,993.29 ",Beer/NA,(OK) Murray
12925,CATFISH BAY MARINA MART,CATFISH BAY MARINA MART,* Independent Fisher59 - OKLAHOMA,(580) 564-4994,Ardmore,Active,C-STORE / GAS,"$2,990.57 ",Beer/NA,(OK) Marshall East (East of 377)
1999,MARISCOS SINALOA LITTLE ELM,MARISCOS SINALOA SEAFOOD & GRILL,* Independent Fisher59 - TEXAS,(214) 329-8394,Denton,Active,RESTAURANT,"$2,985.28 ",Beer/Wine,(TX) Denton
4668,CHISHOLM CORNER OK #8,CHISHOLM CORNER (L),CHISHOLM CORNER/JACK'S_DMG CORP (OK),(405) 588-2070,Lawton,Active,C-STORE / GAS,"$2,980.09 ",Beer/Wine,(OK) Comanche
11863,DOLLAR GENERAL #3989 (SULPHUR),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 622-4100,Ardmore,Active,GENERAL MERCHANDISER,"$2,979.60 ",Beer/NA,(OK) Murray
62316,BLUE GOOSE CANTINA-HIGHLAND VILLAGE,BLUE GOOSE (D)- H. VILLAGE,* Independent Fisher59 - TEXAS,(972) 966-2583,Denton,Active,RESTAURANT,"$2,975.95 ",Beer/Wine,(TX) Denton
6230,STICK'S STOP & SHOP,STICKS SUPER SHOP,* Independent Fisher59 - OKLAHOMA,(580) 757-2721,Lawton,Active,C-STORE / GAS,"$2,975.45 ",Beer/Wine,(OK) Jefferson
58545,V.F.W. CLUB #5074 - ROANOKE,V.F.W. CLUB #5074 - ROANOKE,* Independent Fisher59 - TEXAS,(817) 491-1113,Denton,Active,PRIVATE CLUB,"$2,975.25 ",Beer/Wine,(TX) Denton
41144,MOUNTAIN COUNTRY,MOUNTAIN COUNTRY,* Independent Fisher59 - OKLAHOMA,(580) 244-3575,EAST,Active,C-STORE / GAS,"$2,974.60 ",Beer/Wine,(OK) McCurtain
4220,DUNCAN FOOD MART,DUNCAN FOOD MART,* Independent Fisher59 - OKLAHOMA,(580) 251-9888,Lawton,Active,C-STORE / GAS,"$2,972.87 ",Beer/NA,(OK) Stephens
3172,THE OFFICE_2,THE OFFICE_2,* Independent Fisher59 - OKLAHOMA,(580) 583-0666,Lawton,Active,BAR / TAVERN,"$2,969.02 ",All (Beer/Wine/Spirits),(OK) Comanche
40892,KWIK CHEK FOOD MART #24,KWIK CHEK (L),KWIK CHEK (OK),(580) 326-6755,EAST,Active,C-STORE / GAS,"$2,965.40 ",Beer/NA,(OK) Choctaw
778,DOLLAR GENERAL #3154 (IOWA PARK),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 592-0499,Wichita Falls,Active,GENERAL MERCHANDISER,"$2,950.46 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
3231,CLINT'S,CLINT'S,* Independent Fisher59 - TEXAS,(940) 256-2639,Wichita Falls,Active,C-STORE / GAS,"$2,949.80 ",Beer/Wine,(TX) Throckmorton
49265,TOM'S DAIQUIRI,TOM'S DAIQUIRI,* Independent Fisher59 - TEXAS,(817) 602-4831,Denton,Active,BAR / TAVERN,"$2,947.45 ",Beer/Wine,(TX) Denton
6590,580 BAR AND GRILL,580 BAR AND GRILL,* Independent Fisher59 - OKLAHOMA,,Lawton,Active,RESTAURANT,"$2,946.44 ",All (Beer/Wine/Spirits),(OK) Jackson
49319,CEFCO #2001 (IP),CEFCO (WF),CEFCO (TX),(940) 687-2340,Wichita Falls,Active,C-STORE / GAS,"$2,946.06 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
2353,REBEL STATION,THE REBEL STATION,* Independent Fisher59 - OKLAHOMA,(580) 916-9061,Ardmore,Active,C-STORE / GAS,"$2,945.17 ",Beer/Wine,(OK) Bryan
2971,TOROS TACOS CARNES,TOROS TACOS CARNES,* Independent Fisher59 - TEXAS,,Denton,Active,RESTAURANT,"$2,944.56 ",Beer/Wine,(TX) Denton
2164,COALGATE COUNTRY MARKET 62105,CHOCTAW NATION (L),CHOCTAW TRAVEL PLAZA (OK),,EAST,Active,C-STORE / GAS,"$2,935.86 ",Beer/Wine,(OK) Coal
1283,DOLLAR GENERAL #16400 (RINGLING),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 295-2500,Ardmore,Active,GENERAL MERCHANDISER,"$2,933.68 ",Beer/NA,(OK) Jefferson
33123,EL TAPATIO JALISCO CORP (HOLIDAY DR),EL TAPATIO JALISCO CORP (HOLIDAY DR),* Independent Fisher59 - OKLAHOMA,(580) 223-0503,Ardmore,Active,RESTAURANT,"$2,933.10 ",All (Beer/Wine/Spirits),(OK) Carter
1479,DOLLAR GENERAL #2233 (MANGUM),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 782-2411,Lawton,Active,GENERAL MERCHANDISER,"$2,931.10 ",Beer/NA,(OK) Greer
47779,GET N GO,PUNJ PETRO,* Independent Fisher59 - TEXAS,(770) 331-1150,Denton,Active,C-STORE / GAS,"$2,927.14 ",Beer/Wine,(TX) Denton
40718,FRANK'S CORNER,FRANK'S CORNER,* Independent Fisher59 - OKLAHOMA,,Ardmore,Active,C-STORE / GAS,"$2,918.18 ",Beer/Wine,(OK) Bryan
49364,DOLLAR GENERAL #6976,DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 382-8434,Denton,Active,GENERAL MERCHANDISER,"$2,912.33 ",Beer/Wine,(TX) Denton
40748,E-Z MART #4263(1ST AVE DURANT),GPM SOUTHEAST (L),GPM SOUTHEAST (E-Z MART) (OK),(580) 920-1410,Ardmore,Active,C-STORE / GAS,"$2,909.93 ",Beer/Wine,(OK) Bryan
3129,BOTTLE MART,BOTTLE MART,* Independent Fisher59 - TEXAS,(214) 499-6374,Wichita Falls,Active,LIQUOR / PACKAGE STORE,"$2,905.19 ",All (Beer/Wine/Spirits),"(TX) Archer, Baylor, Wichita, Wilbarger"
62828,RICKS DRIVE INN GROCERY,RICKS DRIVE INN GROCERY,* Independent Fisher59 - TEXAS,(940) 243-7513,Denton,Active,C-STORE / GAS,"$2,900.91 ",Beer/Wine,(TX) Denton
2126,DOLLAR GENERAL #21189 (RYAN),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),,Lawton,Active,GENERAL MERCHANDISER,"$2,871.10 ",Beer/NA,(OK) Jefferson
54004,WALGREENS #10920,WALGREENS (D),WALGREENS (TX),(847) 315-6804,Denton,Active,DRUG STORE,"$2,867.55 ",Beer/Wine,(TX) Denton
4850,TUSHKAS QUICKSTOP,TUSHKAS QUICKSTOP,* Independent Fisher59 - OKLAHOMA,(405) 476-5434,Lawton,Active,C-STORE / GAS,"$2,863.23 ",Beer/NA,(OK) Grady
864,INTERURBAN OF CHICKASHA,INTERURBAN OF CHICKASHA,INTERURBAN (OK),(580) 695-3402,Lawton,Active,RESTAURANT,"$2,860.20 ",All (Beer/Wine/Spirits),(OK) Grady
40616,SUNSHINE STORE,SUNSHINE STORE,* Independent Fisher59 - OKLAHOMA,,EAST,Active,C-STORE / GAS,"$2,858.97 ",Beer/Wine,(OK) Atoka
46797,LANDMARK EXPRESS,LANDMARK EXPRESS,* Independent Fisher59 - TEXAS,(214) 513-0081,Denton,Active,C-STORE / GAS,"$2,858.87 ",Beer/Wine,(TX) Denton
2726,GOLD RIVER CASINO,GOLD RIVER CASINO,* Independent Fisher59 - OKLAHOMA,(405) 247-6979,Lawton,Active,CASINO / GAMING,"$2,849.65 ",All (Beer/Wine/Spirits),(OK) Caddo
11315,STICK'S STOP & SHOP 2,STICK'S STOP & SHOP 2,* Independent Fisher59 - OKLAHOMA,,Ardmore,Active,C-STORE / GAS,"$2,849.07 ",Beer/Wine,(OK) Carter
40619,CHOCTAW TRAVEL #642 - ATOKA,CHOCTAW NATION (L),CHOCTAW TRAVEL PLAZA (OK),(580) 364-0313,EAST,Active,C-STORE / GAS,"$2,845.79 ",Beer/Wine,(OK) Atoka
3221,EL TAPATIO MEXICAN PAULS VALLEY,EL TAPATIO MEXICAN GRANT AVE,* Independent Fisher59 - OKLAHOMA,(580) 504-7157,Ardmore,Active,RESTAURANT,"$2,842.20 ",All (Beer/Wine/Spirits),(OK) Garvin
2761,BONNIE LIQUOR,BONNIE LIQUOR,* Independent Fisher59 - TEXAS,(903) 372-0104,Denton,Active,LIQUOR / PACKAGE STORE,"$2,838.77 ",All (Beer/Wine/Spirits),(TX) Denton
1086,RACK & TAP SPORTS BAR & GRILL,RACK & TAP SPORTS BAR & GRILL,* Independent Fisher59 - TEXAS,(972) 904-6205,Denton,Active,BAR / TAVERN,"$2,837.85 ",Beer/Wine,(TX) Denton
3291,BARREL HOUSE,BARREL HOUSE,* Independent Fisher59 - TEXAS,(469) 515-3399,Denton,Active,BAR / TAVERN,"$2,832.85 ",Beer/Wine,(TX) Denton
1461,DOLLAR GENERAL #3841 (MARLOW),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 658-6407,Lawton,Active,GENERAL MERCHANDISER,"$2,831.02 ",Beer/NA,(OK) Stephens
3882,OXXO #51217 (HWY 369),SOUTHWEST CONVENIENCE STORES (WF),SOUTHWEST CONVENIENCE STORES (TX),(940) 855-5925,Wichita Falls,Active,C-STORE / GAS,"$2,829.82 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
331,WOODY'S,WOODY'S,* Independent Fisher59 - TEXAS,,Wichita Falls,Active,BAR / TAVERN,"$2,825.85 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
26,RAY'S PLACE 2,RAY'S PLACE 2,* Independent Fisher59 - OKLAHOMA,,Lawton,Active,BAR / TAVERN,"$2,825.32 ",All (Beer/Wine/Spirits),(OK) Stephens
1360,54TH STREET RESTAURANT & DRAFTHOUSE - FRISCO,54TH RESTAURANT & DRAFTHOUSE,54TH STREET RESTAURANT & DRAFTHOUSE (TX),(214) 387-0284,Denton,Active,RESTAURANT,"$2,823.15 ",Beer/Wine,(TX) Denton
1861,BOGGY RIVER LIQUOR CO,BOGGY RIVER LIQUOR CO,* Independent Fisher59 - OKLAHOMA,,EAST,Active,LIQUOR / PACKAGE STORE,"$2,819.28 ",All (Beer/Wine/Spirits),(OK) Atoka
2639,THE BRASS TAP - LITTLE ELM,THE BRASS TAP - LITTLE ELM,THE BRASS TAP (TX),,Denton,Active,BAR / TAVERN,"$2,818.55 ",Beer/Wine,(TX) Denton
61952,COOL BEANS,COOL BEANS,* Independent Fisher59 - TEXAS,(940) 382-7025,Denton,Active,BAR / TAVERN,"$2,809.80 ",Beer/Wine,(TX) Denton
3238,ROYAL KINGS,ROYAL KINGS,* Independent Fisher59 - TEXAS,(667) 274-3719,Denton,Active,LIQUOR / PACKAGE STORE,"$2,809.17 ",All (Beer/Wine/Spirits),(TX) Denton
1667,KIRBY'S PRIME STEAKHOUSE/MICKEY MANTLE'S,KIRBY'S PRIME STEAKHOUSE,* Independent Fisher59 - OKLAHOMA,(405) 413-7190,Ardmore,Active,RESTAURANT,"$2,809.14 ",All (Beer/Wine/Spirits),(OK) Love
182,WICHITA FALLS COUNTRY CLUB,WICHITA FALLS COUNTRY CLUB,* Independent Fisher59 - TEXAS,(940) 767-1481,Wichita Falls,Active,GOLF / COUNTRY CLUB,"$2,807.05 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
598,DOLLAR GENERAL #10607 (MUENSTER),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 759-2444,Denton,Active,GENERAL MERCHANDISER,"$2,804.36 ",Beer/Wine,(TX) Cooke
1478,DOLLAR GENERAL #1527 (HOLLIS),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 688-9208,Lawton,Active,GENERAL MERCHANDISER,"$2,800.21 ",Beer/NA,(OK) Harmon
40886,E-Z MART #4244(E JACKSON HUGO),GPM SOUTHEAST (L),GPM SOUTHEAST (E-Z MART) (OK),(580) 326-8100,EAST,Active,C-STORE / GAS,"$2,795.94 ",Beer/Wine,(OK) Choctaw
6535,TRADER TOM'S TAVERN,TRADER TOM'S TAVERN,* Independent Fisher59 - OKLAHOMA,(580) 477-2373,Lawton,Active,BAR / TAVERN,"$2,791.31 ",All (Beer/Wine/Spirits),(OK) Jackson
2146,FAMILY DOLLAR #7354 (LONE GROVE),FAMILY DOLLAR (OK),FAMILY DOLLAR (OK),,Ardmore,Active,GENERAL MERCHANDISER,"$2,787.66 ",Red Bull Only,(OK) Carter
41162,DOLLAR GENERAL #8386 (VALLIANT),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),(580) 933-5118,EAST,Active,GENERAL MERCHANDISER,"$2,787.60 ",Red Bull Only,(OK) McCurtain
232,COME N GO 3 (JACKSBORO HWY),COME N GO 3 (JACKSBORO),* Independent Fisher59 - TEXAS,(940) 723-0151,Wichita Falls,Active,C-STORE / GAS,"$2,787.17 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
2468,WALGREENS #5142,WALGREENS (L),WALGREENS (OK),(580) 252-2375,Lawton,Active,DRUG STORE,"$2,784.46 ",Beer/Wine,(OK) Stephens
1936,HOT ROD LIQUOR,HOT ROD LIQUOR,* Independent Fisher59 - OKLAHOMA,(580) 465-3634,Ardmore,Active,LIQUOR / PACKAGE STORE,"$2,783.78 ",All (Beer/Wine/Spirits),(OK) Carter
2243,ANGELINA'S MEXICAN - HICKORY CREEK,ANGELINA'S MEXICAN - HICKORY CREEK,* Independent Fisher59 - TEXAS,(940) 902-2306,Denton,Active,RESTAURANT,"$2,781.60 ",Beer/Wine,(TX) Denton
40622,HOP N SHOP #3 (ATOKA),Shop n Hop,* Independent Fisher59 - OKLAHOMA,(580) 889-5999,EAST,Active,C-STORE / GAS,"$2,778.46 ",Beer/Wine,(OK) Atoka
53942,MUD BUGS BAR AND GRILL,MUD BUGS BAR AND GRILL,* Independent Fisher59 - TEXAS,(318) 709-2847,Denton,Active,BAR / TAVERN,"$2,766.55 ",Beer/Wine,(TX) Denton
49301,THE LIQUOR OUTPOST - LEWISVILLE,LIQUOR OUTPOST - LEWISVILLE,* Independent Fisher59 - TEXAS,(214) 534-7359,Denton,Active,LIQUOR / PACKAGE STORE,"$2,766.37 ",All (Beer/Wine/Spirits),(TX) Denton
1724,GRIFFITH PACKAGE STORE,GRIFFITH PACKAGE STORE,* Independent Fisher59 - OKLAHOMA,(405) 318-9603,Lawton,Active,LIQUOR / PACKAGE STORE,"$2,760.83 ",All (Beer/Wine/Spirits),(OK) Caddo
3032,CHOCTAW LANDING,CHOCTAW NATION (L),CHOCTAW CASINO (OK),,EAST,Active,CASINO / GAMING,"$2,759.67 ",All (Beer/Wine/Spirits),(OK) McCurtain
3424,DOLLAR GENERAL #31582 (ALEX),DOLLAR GENERAL (OK),DOLLAR GENERAL (OK),,Lawton,Active,GENERAL MERCHANDISER,"$2,754.66 ",Red Bull Only,(OK) Grady
2644,156 ICE HOUSE,156 ICE HOUSE,* Independent Fisher59 - TEXAS,(817) 401-0957,Denton,Active,BAR / TAVERN,"$2,750.90 ",Beer/Wine,(TX) Denton
1047,SOONER FOODS #3,SOONER FOODS #3,SOONER FOODS (OK),(580) 371-2234,Ardmore,Active,SUPERMARKET,"$2,750.52 ",Beer/Wine,(OK) Johnston
638,DOLLAR GENERAL #555 (PILOT POINT),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 686-9048,Denton,Active,GENERAL MERCHANDISER,"$2,741.45 ",Beer/Wine,(TX) Denton
1052,LOS MOLCAJETES MEXICAN RESTAURANT,LOS MOLCAJETES,* Independent Fisher59 - TEXAS,,Denton,Active,RESTAURANT,"$2,741.30 ",Beer/Wine,(TX) Denton
720,THE STATION SPORTS BAR AND GRILL,THE STATION SPORTS BAR AND GRILL,* Independent Fisher59 - OKLAHOMA,,Ardmore,Active,BAR / TAVERN,"$2,735.24 ",All (Beer/Wine/Spirits),(OK) Carter
27434,FAMILY DOLLAR #27434 (SANGER),FAMILY DOLLAR (TX),FAMILY DOLLAR (TX),,Denton,Active,GENERAL MERCHANDISER,"$2,729.46 ",Beer/Wine,(TX) Denton
1931,UP THE CREEK,UP THE CREEK,* Independent Fisher59 - OKLAHOMA,(580) 529-0009,Lawton,Active,LIQUOR / PACKAGE STORE,"$2,716.90 ",All (Beer/Wine/Spirits),(OK) Comanche
2357,DOLLAR SAVER #23,DOLLAR SAVER #23,* Independent Fisher59 - TEXAS,(940) 529-6394,Wichita Falls,Active,C-STORE / GAS,"$2,711.65 ",Beer/Wine,(TX) Clay
841,STATE 28 KITCHEN AND COCKTAILS,STATE 28 KITCHEN AND COCKTAILS,* Independent Fisher59 - TEXAS,(972) 795-5942,Denton,Active,BAR / TAVERN,"$2,708.70 ",All (Beer/Wine/Spirits),(TX) Denton
40604,LOVE'S #268,LOVES (LAW),LOVES (OK),(580) 889-9394,EAST,Active,C-STORE / GAS,"$2,704.97 ",Beer/Wine,(OK) Atoka
2282,COWBOYS BAR & GRILL,LEGENDS HOSPITALITY,* Independent Fisher59 - OKLAHOMA,,Ardmore,Active,RESTAURANT,"$2,704.18 ",All (Beer/Wine/Spirits),(OK) Love
4069,OXXO #51202 (HATTON RD),SOUTHWEST CONVENIENCE STORES (WF),SOUTHWEST CONVENIENCE STORES (TX),(940) 322-8522,Wichita Falls,Active,C-STORE / GAS,"$2,700.16 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
593,DOLLAR GENERAL #10424 (AC),DOLLAR GENERAL (DEN),DOLLAR GENERAL (TX),(940) 574-2828,Wichita Falls,Active,GENERAL MERCHANDISER,"$2,700.02 ",Beer/Wine,"(TX) Archer, Baylor, Wichita, Wilbarger"
